Country_Name,Regional_Indicator,Ladder_Score,Standard_Error_Of_Ladder_Score,upperwhisker,lowerwhisker,Logged_GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Ladder_Score_In_Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Year
Switzerland,Western Europe,7.559899807,0.035014171,7.628527641,7.491271973,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.303728431,1.972316742,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,2020
Switzerland,Western Europe,7.48,,,,1.452,1.526,1.052,0.572,0.263,0.343,,,,,,,,,2019
Switzerland,Western Europe,7.487,,,,1.42,1.549,0.927,0.66,0.256,0.357,,,,,,,,,2018
Switzerland,Western Europe,7.493999958,,,,1.564979553,,0.858131289,0.620070577,0.290549278,0.367007285,,,,,,,,2.276716232,2017
Switzerland,Western Europe,7.509,,7.59,7.428,1.52733,,0.86303,0.58557,0.28083,0.41203,,,,,,,,2.69463,2016
Switzerland,Western Europe,7.587,0.03411,,,1.39651,,0.94143,0.66557,0.29678,0.41978,,,,,,,,2.51738,2015
United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,2021
United Kingdom,Western Europe,7.164500237,0.037161909,7.237337589,7.091662884,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.435915917,1.972316742,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,2020
United Kingdom,Western Europe,7.054,,,,1.333,1.538,0.996,0.45,0.348,0.278,,,,,,,,,2019
United Kingdom,Western Europe,7.19,,,,1.244,1.433,0.888,0.464,0.262,0.082,,,,,,,,,2018
United Kingdom,Western Europe,6.714000225,,,,1.44163394,,0.805335939,0.508190036,0.492774159,0.265428066,,,,,,,,1.704143524,2017
United Kingdom,Western Europe,6.725,,6.803,6.647,1.40283,,0.80991,0.50036,0.50156,0.27399,,,,,,,,2.14999,2016
United Kingdom,Western Europe,6.867,0.01866,,,1.26637,,0.90943,0.59625,0.51912,0.32067,,,,,,,,1.96994,2015
